	"salary"	"age"	"elevel"	"car"	"zipcode"	"credit"	"predictedBrand"
"2397"	47981.91808	69	4	9	5	275030.7745	"Acer"
"2398"	33692.80346	50	4	4	4	315854.5306	"Sony"
"2399"	126136.2025	76	2	14	7	76420.31325	"Sony"
"2400"	32194.14657	26	2	17	5	144368.4733	"Sony"
"2401"	119778.7761	33	4	18	8	204952.7367	"Sony"
"2402"	114395.6954	76	0	13	3	114377.3634	"Sony"
"2403"	77840.98986	48	1	13	3	251058.3054	"Acer"
"2404"	75449.07154	26	2	17	7	500000	"Acer"
"2405"	55340.96457	49	4	20	6	315942.4073	"Sony"
"2406"	62332.17753	43	2	13	4	395158.3292	"Sony"
"2407"	119443.3768	61	3	11	8	191352.6025	"Sony"
"2408"	105220.5746	30	4	5	6	463902.1888	"Sony"
"2409"	99334.44707	21	1	7	5	57056.75741	"Sony"
"2410"	28877.91253	44	4	1	0	342663.67	"Sony"
"2411"	115791.1101	48	2	9	5	231110.8581	"Acer"
"2412"	55188.2825	30	2	4	2	78565.51742	"Acer"
"2413"	147761.9933	54	4	14	5	286141.647	"Sony"
"2414"	76171.03863	21	0	11	0	119529.3901	"Acer"
"2415"	144440.8003	74	1	16	2	260578.463	"Sony"
"2416"	80002.69372	29	1	6	2	479706.9919	"Acer"
"2417"	55497.79357	50	0	18	5	396864.9095	"Sony"
"2418"	136481.5426	72	2	18	5	311403.4473	"Sony"
"2419"	60478.85338	54	4	19	5	29654.76546	"Sony"
"2420"	46802.37113	78	4	9	3	170340.0571	"Acer"
"2421"	130181.5637	44	3	19	2	285493.8475	"Sony"
"2422"	86223.79542	47	4	11	1	36353.12056	"Acer"
"2423"	97561.88049	43	2	3	0	55071.49451	"Acer"
"2424"	41052.24531	21	2	20	3	97072.95795	"Sony"
"2425"	43046.15777	59	3	1	4	419039.7476	"Sony"
"2426"	83462.13971	31	3	3	4	375417.3948	"Acer"
"2427"	133916.6743	52	4	3	1	91323.13839	"Sony"
"2428"	128434.853	40	4	12	3	326817.0268	"Sony"
"2429"	138517.1515	49	2	6	8	166133.2196	"Sony"
"2430"	47572.27326	27	4	7	6	473721.7874	"Sony"
"2431"	75375.50218	68	1	10	3	168905.6563	"Acer"
"2432"	95008.88758	35	3	4	0	292368.3797	"Acer"
"2433"	114876.8913	24	3	6	7	359223.5681	"Sony"
"2434"	115366.6142	30	2	9	4	132071.2379	"Sony"
"2435"	119586.3907	76	3	4	7	334108.5767	"Sony"
"2436"	117792.0935	48	2	19	4	354221.488	"Acer"
"2437"	60565.70154	79	4	20	4	64476.01906	"Acer"
"2438"	25620.02853	67	2	2	5	280762.3114	"Acer"
"2439"	105636.2833	42	4	1	8	353796.4162	"Acer"
"2440"	99067.40624	59	4	9	3	390983.5455	"Sony"
"2441"	146893.3984	40	3	6	6	198991.7776	"Sony"
"2442"	62849.25821	58	0	19	1	235991.8201	"Sony"
"2443"	64790.66652	78	0	1	8	244431.4741	"Acer"
"2444"	63620.82283	79	0	17	4	497717.0033	"Acer"
"2445"	52261.82673	60	4	20	8	489052.4818	"Acer"
"2446"	150000	38	2	11	1	293366.3562	"Sony"
"2447"	20000	61	1	18	5	113047.7359	"Sony"
"2448"	20000	80	1	15	6	291489.6488	"Sony"
"2449"	135221.9765	71	1	19	3	165910.2485	"Sony"
"2450"	47707.00998	31	4	7	7	105639.671	"Sony"
"2451"	57099.5236	65	2	12	1	470837.496	"Acer"
"2452"	93308.50603	23	3	9	8	468169.2832	"Acer"
"2453"	105700.5294	51	2	10	6	455951.6081	"Acer"
"2454"	28611.93478	47	1	5	4	211766.4881	"Sony"
"2455"	41561.21361	67	2	10	5	427056.9395	"Acer"
"2456"	125239.335	37	0	15	5	279142.8309	"Sony"
"2457"	43480.59119	40	1	13	8	285684.7193	"Sony"
"2458"	134583.0218	76	2	12	8	261851.4183	"Sony"
"2459"	21031.10309	40	0	12	5	441114.9301	"Sony"
"2460"	96775.55265	58	3	20	2	65287.37171	"Acer"
"2461"	31532.13201	44	4	3	8	333935.41	"Sony"
"2462"	127363.6878	78	3	18	0	337786.5077	"Sony"
"2463"	136539.2349	65	3	11	1	57890.61803	"Sony"
"2464"	123133.2188	67	0	13	3	32069.52031	"Sony"
"2465"	91522.18388	63	1	8	7	361306.1257	"Sony"
"2466"	106159.9063	76	3	11	6	482250.8643	"Sony"
"2467"	81138.81309	74	3	17	6	118790.5943	"Sony"
"2468"	124206.2134	26	0	4	3	30258.77685	"Sony"
"2469"	73295.87383	76	0	1	3	374468.5068	"Acer"
"2470"	141921.9982	43	2	6	1	417914.9374	"Sony"
"2471"	122745.407	48	1	18	5	430739.812	"Acer"
"2472"	139779.3998	39	3	20	0	128764.3267	"Sony"
"2473"	52597.79739	61	4	1	7	73311.64872	"Acer"
"2474"	122861.6682	41	2	1	3	500000	"Sony"
"2475"	75248.21833	62	3	10	4	458691.9371	"Sony"
"2476"	79838.98182	41	1	7	8	232852.4759	"Acer"
"2477"	60258.33604	41	4	5	6	90198.41247	"Sony"
"2478"	25170.633	55	3	5	7	223538.6395	"Sony"
"2479"	111834.6364	62	4	14	3	433021.9746	"Sony"
"2480"	84175.43474	25	4	3	0	434845.6408	"Acer"
"2481"	90839.50512	62	2	11	8	277665.5032	"Sony"
"2482"	28821.73769	71	2	20	0	259096.0817	"Acer"
"2483"	141150.6912	43	4	16	7	5421.215308	"Sony"
"2484"	41924.72554	31	0	19	2	370398.662	"Sony"
"2485"	54954.5457	43	4	13	8	463600.426	"Sony"
"2486"	127721.5764	35	0	18	2	231980.0762	"Sony"
"2487"	148351.7224	54	0	2	8	278145.4716	"Sony"
"2488"	118926.1458	37	1	17	4	194140.0301	"Sony"
"2489"	71457.54688	20	4	4	8	78062.32929	"Acer"
"2490"	37978.05796	57	3	6	3	265444.904	"Sony"
"2491"	145074.8455	54	0	8	5	22550.45487	"Sony"
"2492"	120436.6179	70	2	12	7	391825.5581	"Sony"
"2493"	34515.306	64	2	19	0	338554.8857	"Acer"
"2494"	89877.71572	58	2	2	8	203732.8811	"Acer"
"2495"	57671.69876	24	1	17	8	409300.5053	"Acer"
"2496"	53102.62177	30	3	8	6	21082.27587	"Acer"
"2497"	51289.94073	24	1	10	1	196105.8505	"Acer"
"2498"	95177.90175	24	3	5	4	156622.614	"Acer"
"2499"	108907.4545	28	2	9	5	411639.3457	"Sony"
"2500"	120684.2501	78	2	12	0	413637.3276	"Sony"
"2501"	44659.04081	48	2	3	3	449970.0621	"Sony"
"2502"	47242.00314	46	3	15	0	266022.7259	"Sony"
"2503"	60853.4991	39	2	20	7	140575.7192	"Acer"
"2504"	66304.40152	56	0	13	8	107969.1293	"Sony"
"2505"	83531.30928	64	4	20	6	48357.30452	"Sony"
"2506"	91209.19031	25	4	19	0	72475.20591	"Acer"
"2507"	105786.6781	64	3	6	4	412190.0808	"Sony"
"2508"	42444.03275	23	1	15	6	296163.3541	"Sony"
"2509"	132056.7286	52	3	9	7	382715.3454	"Sony"
"2510"	143118.3772	34	2	11	1	292154.6832	"Sony"
"2511"	102867.9189	43	3	5	5	68740.21325	"Acer"
"2512"	117977.373	41	3	16	7	299810.032	"Acer"
"2513"	54478.50112	73	1	16	3	233019.3074	"Acer"
"2514"	113315.5051	69	4	5	2	357401.4863	"Sony"
"2515"	119453.9848	20	3	10	4	115857.8371	"Sony"
"2516"	123501.6403	36	4	20	1	170784.3954	"Sony"
"2517"	107557.3844	58	4	9	3	500000	"Acer"
"2518"	57928.50241	74	4	5	6	224933.7127	"Acer"
"2519"	91597.65064	28	4	18	6	275847.5564	"Acer"
"2520"	136587.5546	63	3	20	8	259119.927	"Sony"
"2521"	31712.26429	53	4	3	4	236530.5785	"Sony"
"2522"	45445.39306	34	3	10	2	225843.4012	"Sony"
"2523"	26756.63749	75	3	5	7	450542.8488	"Acer"
"2524"	43549.78049	64	1	6	1	500000	"Acer"
"2525"	76022.56765	57	1	15	7	37428.97781	"Acer"
"2526"	78817.89227	25	2	9	3	342830.394	"Acer"
"2527"	84169.17233	77	0	9	4	380641.0308	"Sony"
"2528"	98713.96207	28	3	9	1	35754.96674	"Sony"
"2529"	106531.8429	64	3	20	1	25632.23329	"Sony"
"2530"	104871.8278	50	0	19	7	119679.4411	"Acer"
"2531"	83651.86046	36	3	11	0	339267.8485	"Acer"
"2532"	42839.39054	78	1	2	4	223702.3308	"Acer"
"2533"	135412.3423	53	2	18	6	115482.4057	"Sony"
"2534"	121003.119	30	1	13	1	408023.1277	"Sony"
"2535"	88223.86549	74	4	7	8	133311.3139	"Sony"
"2536"	117019.3599	31	1	3	2	458659.3666	"Sony"
"2537"	72599.25948	68	2	18	2	295875.2094	"Acer"
"2538"	141024.6123	25	2	3	7	0	"Sony"
"2539"	135513.1395	32	3	4	8	404433.9969	"Sony"
"2540"	139337.4694	39	0	3	2	447859.6707	"Sony"
"2541"	91924.754	60	2	19	6	200716.2533	"Acer"
"2542"	46293.11515	28	4	11	0	128046.8527	"Sony"
"2543"	61240.85549	61	2	14	0	120769.9694	"Acer"
"2544"	45400.79467	52	3	14	8	161713.2192	"Sony"
"2545"	115420.9624	78	2	1	0	342606.4553	"Sony"
"2546"	30221.50735	33	2	17	0	87692.65548	"Sony"
"2547"	126147.56	41	2	8	5	30068.14473	"Sony"
"2548"	56249.2448	23	4	13	5	124549.3348	"Acer"
"2549"	116709.4816	42	1	12	6	255448.446	"Acer"
"2550"	107897.6509	52	2	14	8	340269.4098	"Acer"
"2551"	20781.69249	51	0	2	2	415150.1542	"Sony"
"2552"	113560.4714	20	2	11	1	218432.6846	"Sony"
"2553"	135284.6572	71	3	6	1	22335.71583	"Sony"
"2554"	92788.4078	62	4	11	0	284017.622	"Sony"
"2555"	21502.79757	25	4	16	8	219481.2251	"Sony"
"2556"	56597.21856	59	0	6	6	365081.1156	"Sony"
"2557"	80350.49824	67	2	4	4	486075.6218	"Sony"
"2558"	134364.3135	59	4	10	4	160499.8911	"Sony"
"2559"	96571.30656	47	1	17	3	254380.3858	"Acer"
"2560"	113079.4209	59	3	9	8	156972.1082	"Acer"
"2561"	124215.9872	61	1	19	7	141852.9178	"Sony"
"2562"	111107.84	72	0	2	0	210136.5808	"Sony"
"2563"	56332.13147	23	4	2	3	107564.8456	"Acer"
"2564"	92077.2017	57	4	6	2	315554.1752	"Acer"
"2565"	21223.42364	51	0	4	4	277940.1769	"Sony"
"2566"	76064.45934	61	2	9	3	52870.97776	"Acer"
"2567"	69778.21641	56	3	3	8	353358.122	"Sony"
"2568"	51060.64961	20	3	19	3	456667.1051	"Acer"
"2569"	125977.4345	55	4	16	3	33338.43202	"Sony"
"2570"	36023.40776	55	2	14	7	308492.9827	"Sony"
"2571"	129261.9137	41	2	11	5	447309.588	"Sony"
"2572"	122307.9217	38	2	13	4	37043.03508	"Sony"
"2573"	36955.54374	57	0	19	0	436123.3443	"Sony"
"2574"	124681.6865	35	0	12	5	331418.8776	"Sony"
"2575"	117274.3289	25	4	16	1	500000	"Sony"
"2576"	144017.9017	80	3	4	5	336471.4239	"Sony"
"2577"	72923.81516	27	0	14	8	230551.5863	"Acer"
"2578"	20747.21259	80	4	7	7	231737.0848	"Sony"
"2579"	111987.0273	34	0	5	8	317432.5707	"Sony"
"2580"	102469.3616	74	0	20	5	453188.9122	"Sony"
"2581"	91378.11283	71	2	15	2	69632.24433	"Sony"
"2582"	119468.0802	59	4	1	1	324682.8456	"Acer"
"2583"	54305.33291	36	0	11	0	381698.2183	"Acer"
"2584"	150000	77	4	3	5	327728.1662	"Sony"
"2585"	31536.58162	74	1	19	1	141112.1012	"Acer"
"2586"	79370.17376	61	1	20	4	396710.8587	"Sony"
"2587"	87790.39764	59	1	7	1	313885.5296	"Acer"
"2588"	125806.4922	23	4	17	0	272133.9922	"Sony"
"2589"	49678.02096	27	0	6	5	386459.2693	"Acer"
"2590"	27860.66582	34	4	6	1	116826.4581	"Sony"
"2591"	35056.41276	31	0	11	3	153614.7585	"Sony"
"2592"	73307.71501	26	4	12	7	206697.8152	"Acer"
"2593"	95806.91799	74	2	6	5	246294.3421	"Sony"
"2594"	102591.8578	79	2	18	6	64141.52097	"Sony"
"2595"	122824.7961	73	1	2	5	269823.4633	"Sony"
"2596"	82683.60621	38	0	11	5	48318.36587	"Acer"
"2597"	106085.2296	34	3	2	3	472004.4053	"Sony"
"2598"	116993.4491	80	1	19	6	101515.7077	"Sony"
"2599"	108176.7596	62	1	1	1	206262.3307	"Sony"
"2600"	142858.3509	54	4	10	0	477822.942	"Sony"
"2601"	61940.76761	56	4	7	3	62242.68681	"Sony"
"2602"	118854.1862	75	4	7	4	369748.6527	"Sony"
"2603"	44432.75089	23	0	15	8	71178.5757	"Sony"
"2604"	118378.4454	68	0	2	4	192119.463	"Sony"
"2605"	138093.8488	53	2	11	4	373903.1153	"Sony"
"2606"	123713.4055	47	1	20	5	213505.082	"Acer"
"2607"	71136.31511	30	0	12	1	93218.94339	"Acer"
"2608"	110237.7312	45	4	9	3	126716.0626	"Acer"
"2609"	78289.57392	48	2	15	6	81973.28232	"Acer"
"2610"	132848.4313	54	0	18	6	435825.3548	"Sony"
"2611"	53766.79828	51	1	16	1	106343.2625	"Sony"
"2612"	147457.3079	57	0	19	4	163740.5582	"Sony"
"2613"	64741.7251	52	0	13	2	352936.2527	"Sony"
"2614"	129458.5854	44	3	5	2	155706.468	"Sony"
"2615"	134292.8511	47	4	20	8	352354.0784	"Sony"
"2616"	89436.25063	75	4	16	7	42951.83205	"Sony"
"2617"	96788.05906	35	0	16	2	97249.54333	"Acer"
"2618"	107137.6198	26	0	18	5	307482.6022	"Sony"
"2619"	147304.6923	52	2	7	3	436596.5058	"Sony"
"2620"	28300.89255	65	2	15	1	309904.8648	"Acer"
"2621"	73398.65014	51	0	12	4	47045.39412	"Sony"
"2622"	121832.2579	52	1	11	4	361091.5955	"Acer"
"2623"	127639.3219	32	0	19	1	442572.6037	"Sony"
"2624"	145212.1744	70	0	17	7	82221.94007	"Sony"
"2625"	128155.1255	37	3	13	1	160587.6004	"Sony"
"2626"	20292.94471	28	3	2	0	356472.9671	"Sony"
"2627"	76665.48167	77	0	11	6	125713.0569	"Sony"
"2628"	150000	70	1	20	5	84706.6047	"Sony"
"2629"	149415.2146	32	1	10	8	43952.58121	"Sony"
"2630"	82665.19081	65	2	7	4	141366.9737	"Sony"
"2631"	77263.72168	26	1	6	1	103601.1034	"Acer"
"2632"	85437.47631	50	2	14	3	80646.86783	"Acer"
"2633"	94237.38086	78	0	3	6	196619.6147	"Sony"
"2634"	90019.64577	39	3	4	3	392389.4947	"Acer"
"2635"	97345.2109	44	4	20	1	0	"Acer"
"2636"	31928.52311	44	0	12	4	390194.7714	"Sony"
"2637"	62917.93558	77	4	3	3	103107.4651	"Acer"
"2638"	132496.3929	47	1	9	0	396977.4612	"Sony"
"2639"	85966.71618	54	1	11	0	424378.0946	"Acer"
"2640"	115431.7131	70	4	8	6	204807.5566	"Sony"
"2641"	137187.7472	78	0	11	1	181136.3403	"Sony"
"2642"	88764.52155	50	4	9	3	406513.1782	"Acer"
"2643"	131257.1393	46	1	10	8	16255.73422	"Sony"
"2644"	38220.79714	73	4	1	5	170782.059	"Acer"
"2645"	77808.56654	38	2	8	0	454049.441	"Acer"
"2646"	77627.35311	43	4	20	5	293220.4436	"Acer"
"2647"	115024.5777	38	2	13	0	303761.6282	"Sony"
"2648"	117205.2525	39	1	1	4	379253.9039	"Sony"
"2649"	66938.25465	71	0	10	3	325178.7367	"Acer"
"2650"	22452.79954	73	4	7	0	224076.7443	"Sony"
"2651"	65152.06404	41	4	8	0	261645.4988	"Sony"
"2652"	59513.91533	29	2	15	3	415605.7151	"Acer"
"2653"	135035.2639	79	1	4	3	359112.3413	"Sony"
"2654"	127961.004	47	0	11	1	196948.2489	"Sony"
"2655"	135940.9632	33	1	7	4	344855.8952	"Sony"
"2656"	48421.50138	41	3	17	4	53195.8449	"Sony"
"2657"	117936.2889	23	2	8	5	288155.6188	"Sony"
"2658"	142432.9379	61	2	15	5	373818.5016	"Sony"
"2659"	91677.69519	64	2	3	4	257866.6413	"Sony"
"2660"	113552.9154	42	0	15	5	197626.0593	"Acer"
"2661"	73526.888	40	1	1	7	392428.4057	"Acer"
"2662"	95163.40666	63	0	10	7	287399.6876	"Sony"
"2663"	137872.2604	42	4	12	5	235802.2133	"Sony"
"2664"	57284.45251	64	0	6	6	101821.7981	"Acer"
"2665"	130455.8221	70	4	16	6	486972.1238	"Sony"
"2666"	109104.8113	21	3	15	6	226534.7276	"Sony"
"2667"	33555.54161	31	4	20	2	69517.18137	"Sony"
"2668"	63942.58518	49	1	1	2	329070.2162	"Sony"
"2669"	95503.44431	62	0	13	3	46498.45606	"Sony"
"2670"	74098.45744	51	0	5	6	360584.9293	"Sony"
"2671"	129414.9474	23	4	17	6	124024.3131	"Sony"
"2672"	102382.3876	29	2	15	8	462817.8838	"Sony"
"2673"	131791.2627	57	3	18	3	204716.8214	"Sony"
"2674"	54284.29212	28	2	9	6	211155.1486	"Acer"
"2675"	110683.8691	34	0	19	4	310001.4259	"Sony"
"2676"	60028.90066	56	3	14	6	136876.8177	"Sony"
"2677"	59326.2421	30	3	15	0	277587.1391	"Acer"
"2678"	150000	45	3	13	3	293866.8232	"Sony"
"2679"	139751.2153	35	0	5	5	0	"Sony"
"2680"	80627.29367	27	2	16	8	359984.4832	"Acer"
"2681"	42181.07965	32	0	8	3	384309.9097	"Sony"
"2682"	22480.6916	21	0	15	2	71814.35685	"Sony"
"2683"	32358.40501	27	1	20	1	130875.2922	"Sony"
"2684"	95757.13628	46	3	5	0	454591.9641	"Acer"
"2685"	69865.94242	30	3	17	7	160417.3552	"Acer"
"2686"	32616.26739	74	3	7	2	339856.7396	"Acer"
"2687"	137773.4758	62	0	11	3	182448.4335	"Sony"
"2688"	105859.1792	24	3	20	8	121411.6386	"Sony"
"2689"	136425.984	29	2	1	1	365473.89	"Sony"
"2690"	29155.9288	38	1	15	7	410623.8935	"Sony"
"2691"	46027.89856	72	2	10	3	220311.5955	"Acer"
"2692"	116861.7229	58	4	13	6	82236.29794	"Acer"
"2693"	127118.4967	62	3	11	5	55652.13218	"Sony"
"2694"	132270.4975	27	3	15	2	237127.3539	"Sony"
"2695"	101966.9606	75	0	19	4	366462.573	"Sony"
"2696"	128861.6228	68	4	2	7	110492.7153	"Sony"
"2697"	122695.2096	80	0	4	5	114076.3658	"Sony"
"2698"	28564.68634	37	4	5	6	125208.4264	"Sony"
"2699"	126779.3565	68	4	2	8	371034.78	"Sony"
"2700"	102979.3394	29	0	16	2	94943.7401	"Sony"
"2701"	57440.24327	53	2	16	6	10710.55191	"Sony"
"2702"	66935.72565	77	1	10	7	31882.60902	"Acer"
"2703"	95982.5687	64	4	20	8	275925.697	"Sony"
"2704"	43565.08189	64	2	4	5	408137.9791	"Acer"
"2705"	72949.54049	57	3	13	0	284560.7083	"Sony"
"2706"	100743.6194	60	3	14	3	327167.7744	"Acer"
"2707"	52725.35457	65	3	14	5	23734.61487	"Acer"
"2708"	61307.20115	40	3	16	8	383887.8981	"Acer"
"2709"	124447.3168	50	2	20	7	10869.74507	"Sony"
"2710"	144604.2715	55	1	4	2	360823.1191	"Sony"
"2711"	99789.15433	26	4	16	5	137414.1043	"Sony"
"2712"	108837.6981	54	0	8	0	279729.7586	"Acer"
"2713"	106907.8025	53	1	9	4	205013.48	"Acer"
"2714"	52219.2966	58	4	9	0	307750.793	"Sony"
"2715"	49666.53095	62	2	6	6	109000.8255	"Acer"
"2716"	128853.6606	76	0	17	4	33019.09537	"Sony"
"2717"	122346.5806	31	1	7	8	381670.631	"Sony"
"2718"	65060.89348	26	3	18	7	94964.8148	"Acer"
"2719"	150000	42	1	6	6	106535.4774	"Sony"
"2720"	87055.62325	70	2	10	2	350769.4326	"Sony"
"2721"	125684.4168	71	1	7	0	289422.9773	"Sony"
"2722"	106181.014	39	1	18	7	64679.36085	"Acer"
"2723"	71109.12312	70	3	3	2	265326.9318	"Acer"
"2724"	107580.3461	49	4	11	0	291693.0255	"Acer"
"2725"	41694.80339	33	1	16	4	110468.2389	"Sony"
"2726"	46732.67229	80	2	4	4	208495.5031	"Acer"
"2727"	33346.75838	72	4	18	8	484809.3065	"Acer"
"2728"	102377.8575	60	2	7	5	41102.71885	"Acer"
"2729"	102387.9666	57	3	10	6	336447.8847	"Acer"
"2730"	119170.8841	26	1	3	0	154853.3895	"Sony"
"2731"	65198.54974	39	0	4	4	316017.0231	"Acer"
"2732"	111023.1156	75	0	3	6	133288.4324	"Sony"
"2733"	77807.3448	22	4	11	0	313394.0217	"Acer"
"2734"	75537.89879	70	2	3	5	415371.2693	"Acer"
"2735"	55795.45274	42	4	6	3	132537.3349	"Sony"
"2736"	139231.73	79	0	8	4	474308.1948	"Sony"
"2737"	147154.6899	46	1	17	0	192635.0967	"Sony"
"2738"	83320.70787	33	1	12	7	190242.9804	"Acer"
"2739"	143807.2645	52	4	5	5	99863.38473	"Sony"
"2740"	86366.66865	39	4	9	8	81118.57228	"Acer"
"2741"	22597.33581	29	2	1	7	158770.0775	"Sony"
"2742"	140156.0441	23	0	12	2	193057.7242	"Sony"
"2743"	33877.04815	20	2	20	2	296607.0413	"Sony"
"2744"	40984.20078	62	0	14	4	329962.0347	"Acer"
"2745"	103298.6569	21	3	12	4	41089.88454	"Sony"
"2746"	131900.2945	58	3	16	0	283648.8254	"Sony"
"2747"	26103.77469	52	2	4	3	328801.9431	"Sony"
"2748"	131290.2475	67	1	8	0	419013.45	"Sony"
"2749"	65126.97282	38	4	12	5	157267.9373	"Acer"
"2750"	100720.8943	59	0	12	7	492573.1128	"Acer"
"2751"	46394.03829	55	4	2	5	232409.4597	"Sony"
"2752"	71591.8334	45	3	3	6	34714.63845	"Sony"
"2753"	36467.98849	45	1	11	5	189707.1677	"Sony"
"2754"	78673.81297	44	2	18	2	111287.7365	"Acer"
"2755"	31267.36079	22	2	7	0	53236.83717	"Sony"
"2756"	84149.15719	25	3	3	8	312335.8925	"Acer"
"2757"	24414.22439	72	3	13	1	151902.7992	"Acer"
"2758"	109576.2059	80	2	15	1	173121.4844	"Sony"
"2759"	91988.37334	39	1	9	7	160696.6979	"Acer"
"2760"	144535.8654	29	4	7	1	234737.218	"Sony"
"2761"	70039.10859	30	1	19	8	25493.62098	"Acer"
"2762"	34030.97541	43	3	8	3	24954.08078	"Sony"
"2763"	80755.98056	40	4	16	7	340951.6628	"Acer"
"2764"	108865.2724	42	1	8	0	148376.8075	"Acer"
"2765"	99642.64818	32	4	18	1	163666.3316	"Sony"
"2766"	81449.3636	67	2	15	4	30873.92016	"Sony"
"2767"	124037.1922	44	3	19	6	300058.4485	"Sony"
"2768"	97401.14155	62	4	8	6	102351.6758	"Sony"
"2769"	84651.26476	21	3	14	1	54922.8673	"Acer"
"2770"	134980.6978	55	0	18	8	43535.70591	"Sony"
"2771"	29429.92839	37	0	20	2	388656.3534	"Sony"
"2772"	124519.1049	70	3	18	2	114420.3976	"Sony"
"2773"	136331.5363	70	4	13	0	448200.4499	"Sony"
"2774"	78443.04024	79	2	1	7	338224.6591	"Sony"
"2775"	143338.5798	75	1	8	3	145315.6492	"Sony"
"2776"	124263.3642	54	1	14	1	292468.2654	"Sony"
"2777"	95943.72227	67	1	1	8	187537.5071	"Sony"
"2778"	80767.80508	31	3	14	2	239789.581	"Acer"
"2779"	98614.61749	59	1	2	6	94268.80205	"Sony"
"2780"	118646.0402	61	3	20	4	50639.33388	"Sony"
"2781"	100389.1612	29	1	8	2	82707.06379	"Sony"
"2782"	78742.3327	64	1	8	5	71610.61286	"Sony"
"2783"	41782.77446	55	0	20	1	447774.8445	"Sony"
"2784"	28474.96828	71	2	19	6	77552.48102	"Acer"
"2785"	117102.9698	52	0	1	0	28799.69798	"Acer"
"2786"	43920.7606	62	3	1	3	419263.8816	"Acer"
"2787"	53895.47193	57	3	19	5	214218.6774	"Sony"
"2788"	38381.51302	69	2	4	0	363757.81	"Acer"
"2789"	95064.57778	59	0	10	7	371721.2218	"Acer"
"2790"	57538.8124	73	4	10	2	373324.4147	"Acer"
"2791"	141584.8445	76	3	4	2	430184.6456	"Sony"
"2792"	50638.55173	60	1	20	0	145644.9293	"Acer"
"2793"	96886.85536	26	0	13	6	84359.77324	"Acer"
"2794"	103782.4711	54	3	4	4	274260.2209	"Acer"
"2795"	83155.21778	53	1	17	6	400394.1987	"Acer"
"2796"	98141.13018	63	4	17	4	108331.241	"Sony"
"2797"	44842.51512	75	1	15	6	337783.6492	"Acer"
"2798"	143099.8831	70	4	4	4	385492.809	"Sony"
"2799"	139280.2758	46	1	16	3	217748.8272	"Sony"
"2800"	111921.0324	66	2	5	7	404900.6421	"Sony"
"2801"	63312.05102	49	3	2	4	403869.2337	"Sony"
"2802"	28172.33797	20	1	20	0	415258.1971	"Sony"
"2803"	52766.21942	43	1	10	7	416459.4763	"Sony"
"2804"	138836.1189	23	2	13	7	432600.5211	"Sony"
"2805"	117616.5539	61	1	10	5	308431.4715	"Sony"
"2806"	40851.93006	45	0	15	2	373951.3005	"Sony"
"2807"	129382.6195	67	1	12	2	27915.86658	"Sony"
"2808"	149663.8627	48	2	5	3	396217.481	"Sony"
"2809"	41958.07354	64	1	17	6	328445.8687	"Acer"
"2810"	133908.7519	32	0	6	4	25746.34421	"Sony"
"2811"	40240.98039	20	2	9	0	497250.552	"Sony"
"2812"	132368.2522	23	1	16	2	345529.5681	"Sony"
"2813"	22135.61314	68	3	18	8	302671.5636	"Sony"
"2814"	75728.75365	28	4	1	2	404337.8394	"Acer"
"2815"	42147.62336	20	0	2	3	91737.60051	"Sony"
"2816"	102617.0081	50	3	12	1	150363.8383	"Acer"
"2817"	66611.1312	54	1	13	0	0	"Sony"
"2818"	30387.90469	71	3	8	1	429109.2085	"Acer"
"2819"	89801.08656	71	2	5	0	294501.2856	"Sony"
"2820"	69486.38552	28	1	14	2	35946.48254	"Acer"
"2821"	101519.5603	65	0	16	6	250763.7936	"Sony"
"2822"	33761.63668	38	2	19	0	62501.60888	"Sony"
"2823"	124734.9521	33	2	19	6	289988.8828	"Sony"
"2824"	88183.1224	73	2	6	1	232904.8429	"Sony"
"2825"	125591.1121	24	4	10	3	336577.0345	"Sony"
"2826"	97497.97335	37	2	17	2	69279.86522	"Acer"
"2827"	126116.0917	41	4	9	0	0	"Sony"
"2828"	55228.90458	76	1	3	8	167991.735	"Acer"
"2829"	123128.1886	65	2	12	7	356126.8579	"Sony"
"2830"	84511.71086	78	3	3	1	485091.7414	"Sony"
"2831"	68170.20143	44	0	12	1	435547.0571	"Sony"
"2832"	90199.67703	62	1	14	8	60786.17012	"Sony"
"2833"	24774.10446	45	4	15	2	266207.4145	"Sony"
"2834"	105956.9139	77	4	16	1	235862.73	"Sony"
"2835"	134716.9404	41	3	4	1	92765.98581	"Sony"
"2836"	91798.73299	51	4	20	8	52417.17449	"Acer"
"2837"	112166.0795	49	1	4	2	92860.87819	"Acer"
"2838"	34526.20972	24	1	18	2	59706.34643	"Sony"
"2839"	51662.5349	38	2	17	5	274675.6127	"Sony"
"2840"	35472.63155	76	2	12	4	422403.9486	"Acer"
"2841"	47068.67778	23	0	19	1	376750.4638	"Sony"
"2842"	123717.6162	34	4	4	2	451112.3521	"Sony"
"2843"	27406.65086	45	2	16	6	48219.34123	"Sony"
"2844"	90560.76148	32	2	12	2	0	"Acer"
"2845"	61674.66686	55	2	7	5	50246.34942	"Sony"
"2846"	100876.4021	80	3	6	4	297951.4472	"Sony"
"2847"	55595.64691	64	4	20	1	216904.7973	"Acer"
"2848"	66241.29901	79	2	17	7	296599.8029	"Acer"
"2849"	27542.47432	49	2	12	6	43105.26717	"Sony"
"2850"	113290.1528	21	3	16	6	175361.215	"Sony"
